2018,03,29,15:09,장중,16385, 245, 1.52%,16140,16185,16390,25820,16060,6460,16590118,268485백만,
2018,03,30,14:14,장중,16640, 210, 1.28%,16430,16595,16715,26280,16555,6580,10581184,176010백만,
2018,03,30,16:10,장마감,16500, 70, 0.43%,16430,16595,16715,26280,16500,6580,12882079,214177백만,
