2018,03,29,15:09,장중,2459000, 24000, 0.99%,2435000,2435000,2478000,3165000,2416000,1705000,164279,401422백만,
2018,03,30,14:14,장중,2489000, 37000, 1.51%,2452000,2454000,2495000,3187000,2454000,1717000,102797,255354백만,
2018,03,30,16:10,장마감,2461000, 9000, 0.37%,2452000,2454000,2495000,3187000,2454000,1717000,154921,384079백만,
