2018,03,29,15:09,장중,6155,-55,-0.89%,6210,6200,6225,8070,6155,4350,4356120,27005백만,
2018,03,30,14:14,장중,6115,-35,-0.57%,6150,6110,6135,7995,6100,4305,3226349,19729백만,
2018,03,30,16:10,장마감,6135,-15,-0.24%,6150,6110,6135,7995,6100,4305,4180358,25572백만,
