2018,03,29,15:09,장중,315500, 26000, 8.98%,289500,297000,316500,376000,295000,203000,1771762,540247백만,
2018,03,30,14:14,장중,312000,-5000,-1.58%,317000,319500,321500,412000,309000,222000,964843,303964백만,
2018,03,30,16:10,장마감,309500,-7500,-2.37%,317000,319500,321500,412000,309000,222000,1196768,376065백만,
